,sent,label
1387,ソフトクリームが前の人の背中についてしまい、事情を話してお詫びした,0
1388,友達がチンピラにからまれたので、自分だけ逃げた,1
1389,友達がチンピラにからまれたので、仲裁に入った,0
1390,1人1回と言われていたが、ばれないので2回やった,1
1391,1人1回と言われていたので、言われたことを守った,0
1392,大量の宿題が出たので、友達のノートを写した,1
1393,大量の宿題が出たので、夜中までコツコツ解いた,0
1394,デパ地下で試食を10回した,0
1395,デパ地下で試食をした,0
1396,おやつは500円までと言われ、1000円分持っていった,1
1397,おやつは500円までと言われ、500円分持っていった,0
1398,酔っぱらって歩いて帰るのがおっくうだったので、止めてあった人の自転車で帰った,1
1399,酔っぱらって歩いて帰るのがおっくうだったので、タクシーで帰った,0
1400,缶ジュースが余ったので、道端に置き去りにした,1
1401,缶ジュースが余ったが、最後まで飲み干した,0
1402,缶ジュースを買ったら間違って2本出てきたので、そのまま持って帰った,1
1403,缶ジュースを買ったら間違って2本出てきたので、自動販売機の連絡先に連絡した,0
1404,粗大ゴミを捨てたかったので、違うエリアのごみ捨て場にこっそり捨てた,1
1405,粗大ゴミを捨てたかったので、お金を払って処理した,0
1406,食堂で灰皿がなかったので、吸い殻を飲み残しのコップに入れた,1
1407,食堂で灰皿がなかったので、店員に持ってきてくれるよう頼んだ,0
1408,客に間違えて案内し苦情が来たが、自分が誤案内したことは言わずに黙っていた,1
1409,客に間違えて案内し苦情が来たが、自分が誤案内したと申し出てお詫びした,0
1410,知り合いからもらったチケットを転売して利益を得た,1
1411,知り合いからもらったチケットでミュージカルを楽しんだ,0
1412,ペットとして飼っていた大蛇が外に逃げ出したが、どこにも報せなかった,1
1413,ペットとして飼っていた大蛇が外に逃げ出したので、警察に通報した,0
1414,隣の家の洗濯物がうちのベランダに飛んできていたが、無視した,1
1415,隣の家の洗濯物がうちのベランダに飛んできていたので、届けてあげた,0
1416,毎年年賀状をくれるが、一度も返したことがない,1
1417,毎年年賀状をくれるので、毎年年賀状を出している,0
1418,部下からお歳暮が届いたが、特に礼も言わなかった,1
1419,部下からお歳暮が届いたが、感謝の意を込めてお返ししておいた,0
1420,サラリーマンが親父狩りにあっていたが、怖いので素通りした,1
1421,サラリーマンが親父狩りにあっていたので、即座に警察に通報した,0
1422,リサイクルゴミの日に生ゴミを捨てた,1
1423,リサイクルゴミの日にプラスチックゴミを捨てた,1
1424,店で服を試着しているとボタンが取れてしまったが、店員には黙っておいた,1
1425,店で服を試着しているとボタンが取れてしまったので、店員に話した,0
1426,ご近所にいただいた煮物がいまいちだったので、捨てた,1
1427,ご近所にいただいた煮物がいまいちだったので、味の調整をしておいしくいただいた,0
1428,おなかがすいていたので、弟のプリンを奪って食べた,1
1429,おなかがすいていたので、おやつのプリンをおいしく食べた,0
1430,ぶつかったはずみで相手が転倒しケガをしたが、足早に立ち去った,1
1431,ぶつかったはずみで相手が転倒しケガをしたので、介抱し救急車を呼んだ,0
1432,友人の車を借りて傷つけてしまったが、そのことを告げなかった,1
1433,友人の車を借りて傷つけてしまったので、すぐに事情を話した,0
1434,プラスチックはリサイクルせねばならないと思いつつ、面倒なので燃えるゴミで出している,1
1435,プラスチックはリサイクルせねばならないので、毎回仕分けして出している,0
1436,友人にホームパーティーに招かれ、手ぶらで参加した,1
1437,友人にホームパーティーに招かれ、手土産を持っていった,0
1438,走らないと待ち合わせに間に合わないが、汗をかくのが嫌なので走らなかった,1
1439,走らないと待ち合わせに間に合わないので一生懸命走った,0
1440,映画館で、面白いシーンだったので、大声で爆笑した,1
1441,映画館で、面白いシーンだったので、声を抑えながらクスクス笑った,0
1442,子どもたちが野球をしており、ボールがこちらに飛んできたので、川に向かって投げ捨てた,1
1443,子どもたちが野球をしており、ボールがこちらに飛んできたので、拾って投げ返した,0
1444,急いでいたので、前の人の背中を押した,1
1445,急いでいたが、前の人に続いて我慢強く待った,0
1446,おいしそうなおやつを食べていた子どもから、おやつを召しあげた,1
1447,おいしそうなおやつを食べていた子どもをうらやましく眺めた,0
1448,5人でケーキを食べる時に、自分だけ大きく切り分けた,1
1449,5人でケーキを食べる時に、きれいに五等分した,0
1450,立ち読みをしながらくしゃみをしてしまい、本を汚してしまったが、黙って立ち去った,1
1451,立ち読みをしながらくしゃみをしてしまい、本を汚してしまったので、買い取った,0
1452,車で急いでいたので、強引に車線変更して割り込んだ,1
1453,車で急いでいたが、焦りは事故のもとなので安全運転に努めた,0
1454,対応が気に入らなかったので、運転中のバスの運転手に文句を言い続けた,1
1455,対応が気に入らなかったので、バスの運転手に文句を言いたかったが、運転中なのでやめておいた,0
1456,賞味期限を過ぎていたが、わからないだろうと思って食材として使い、お客さんに提供した,1
1457,賞味期限を過ぎていたので、もったいないが廃棄した,0
1458,運動会で足の遅い子がいたので、指を差して笑った,1
1459,運動会で足の遅い子がいたので、みんなで応援した,0
1460,とびきり理解が遅い子がいたので、仲間外れにした,1
1461,とびきり理解が遅い子がいたので、みんなで教えてあげた,0
1462,チームで解決する課題があったが、他のメンバーに押し付けた,1
1463,チームで解決する課題があったが、みんなで協力して成し遂げた,0
1464,車を運転中、横断歩道を渡ろうとする人が視界に入ったが、急いでいたのでそのまま進んだ,1
1465,車を運転中、横断歩道を渡ろうとする人が視界に入ったので、ブレーキを踏んだ,0
1466,自分のためにわざわざやってくれたが、面倒なのでお礼を言わなかった,1
1467,自分のためにわざわざやってくれたので、丁重にお礼を言った,0
1468,女性のみ対象だったが、ばれないように女性を装って応募した,1
1469,女性のみ対象だったので、応募をあきらめた,0
1470,杖をついた人がいたので、道をゆずった,0
1471,杖をついた人がいたが、かまわず進んだ,1
1472,服を試着したらチャックが壊れてしまったが、知らないふりをした,1
1473,服を試着したらチャックが壊れてしまい、店員に申告した,0
1474,横断歩道があるのに道を横切った,1
1475,横断歩道を通行した,0
1476,ごはんを必ず3杯食べろと言われ、2杯しか食べなかったが3杯食べたふりをした,1
1477,ごはんを必ず3杯食べろと言われ、しっかり3杯食べた,0
1478,くじ引きは1人1回と言われていたのに、こっそり2回引いた,1
1479,くじ引きは1人1回と言われていたので、1回だけ引いた,0
1480,レシートを確認するとレジの打ち漏れがあったが、黙っておいた,1
1481,レシートを確認するとレジの打ち漏れがあったので、申告した,0
1482,お祝いをもらったが、何のお返しもしなかった,1
1483,お祝いをもらったので、感謝の品を返した,0
1484,部下が結婚したが、何のお祝いの言葉もかけなかった,1
1485,部下が結婚したので、お祝いの言葉をかけた,0
1486,急に雨が降ってきて傘を貸してくれたが、返さなかった,1
1487,急に雨が降ってきて傘を貸してくれたので、干してから返した,0
1488,弟のケーキが冷蔵庫にあったが、おなかがすいたので食べた,1
1489,弟のケーキが冷蔵庫にあり、食べたかったが我慢した,0
1490,止まっていた車にボールがぶつかったので、一目散に逃げた,1
1491,止まっていた車にボールがぶつかったので、運転手に謝った,1
1492,エサを与えないでくださいと書いていたが、パン屑を与えた,1
1493,エサを与えないでくださいと書いていたので、パン屑を与えなかった,0
1494,おばあさんが重い荷物を持ってたいへんそうだったが、手を貸さなかった,1
1495,おばあさんが重い荷物を持ってたいへんそうだったので、手伝った,0
1496,泥酔者禁止であったが、泥酔でサウナに入った,1
1497,泥酔者禁止であったので、サウナに入るのはあきらめた,0
1498,上司の顔を見るのが嫌だったので、体調が悪いと言って休んだ,1
1499,上司の顔を見るのが嫌だったが、仕方なく出社した,0
1500,治療中は酒は厳禁と言われていたが、こっそり飲んだ,1
1501,治療中は酒は厳禁と言われていたので、医者の言うとおりにした,0
1502,在宅勤務の日に、家でゴロゴロしていた,1
1503,在宅勤務の日に、家でしっかり成果を出した,0
1504,満員電車でリュックが他の人の邪魔になっていたが、下ろさなかった,1
1505,満員電車でリュックが他の人の邪魔になっていたので、下ろした,0
1506,親の車を運転して傷をつけてしまったが、黙っておいた,1
1507,親の車を運転して傷をつけてしまったので、その旨報告した,0
1508,郵便配達のバイトをしたが、途中で面倒になり残っているハガキを捨てた,1
1509,郵便配達のバイトをしたが、自分の割り当て分をしっかり配達し終えた,0
1510,猿に似た顔の人に、猿に似ていますねと話しかけた,1
1511,猿に似た顔の人を見て、猿に似ているなと内心思った,0
1512,電車のドアが閉まりそうだったので、駆け込み乗車した,1
1513,電車のドアが閉まりそうだったので、乗るのをあきらめた,0
1514,早くカラオケが歌いたかったので、人の曲を途中で終わらせた,1
1515,早くカラオケが歌いたかったが、前の人が終わるのを待った,0
1516,インフルエンザで高熱が出たが、出社した,1
1517,インフルエンザで高熱が出たので、会社を休んだ,0
1518,美術館の絵があまりにきれいだったので、手で触った,1
1519,美術館の絵があまりにきれいだったので、見惚れてしまった,0
1520,電話をかけて相手が出たが、何も話さなかった,1
1521,電話をかけて相手が出たので、用件を伝えた,0
1522,「もう起きる時間だよ」と耳元に拡声器で呼び掛けた,1
1523,「もう起きる時間だよ」と耳元にささやいた,0
1524,防音設備のない部屋で夜中にドラムを叩いた,1
1525,防音設備のない部屋で昼寝した,0
1526,家賃の支払い締切日までに、断りもなく家賃を支払わなかった,1
1527,家賃の支払い締切日までに、きっちり家賃を支払った,0
1528,電車の吊革につかまって懸垂した,1
1529,電車の吊革につかまって身体を支えた,0
1530,鼻毛を抜いて処理に困ったので、前の人の服につけた,1
1531,鼻毛を抜いて処理に困ったので、ティッシュにくるんで捨てた,0
1532,寒かったので、家を燃やした,1
1533,寒かったので、たき火に当たった,0
1534,電車で咳をしたら痰が出たので、床に吐いた,1
1535,電車で咳をしたら痰が出たので、ティッシュに吐き出した,0
1536,靴が臭かったので、人に嗅がせた,1
1537,靴が臭かったので、消臭スプレーを使った,0
1538,ペットがいらなくなったので、遠くに捨てに行った,1
1539,ペットがいらなくなったので、是非飼いたいという人に譲った,0
1540,最終電車が出たので、駅員に食ってかかった,1
1541,最終電車が出たので、仕方なくホテルを探した,0
1542,嫌いな上司だったので、こっそりカバンにカエルを入れてやった,1
1543,嫌いな上司だったので、できるだけ接点のないよう心がけた,0
1544,銭湯に行き、掛け湯をせずに風呂に浸かった,1
1545,銭湯に行き、掛け湯をしてから風呂に浸かった,0
1546,おじいさんが転んだので、指を差して嗤った,1
1547,おじいさんが転んだので、助け起こした,0
1548,銭湯に入っていると小便をしたくなったので、湯船に浸かりながら出した,1
1549,銭湯に入っていると小便をしたくなったので、風呂を出てトイレに行った,0
1550,いけすかない女だったので、睨んでやった,1
1551,いけすかない女だったので、極力接点を持たないようにした,1
1552,ガムの味がなくなったので、道に吐き捨てた,1
1553,ガムの味がなくなったので、紙にくるんで捨てた,0
1554,バーベキューを終え、残飯を川に流した,1
1555,バーベキューを終え、残飯をまとめて持って帰った,0
1556,テニス会場で「お静かに」と言われたが、大きな声で応援した,1
1557,テニス会場で「お静かに」と言われ、静かに応援した,0
1558,グリーン券を持っていないのに、グリーン車に座った,1
1559,グリーン券を持ってグリーン車に座った,0
1560,ゴミ箱がなかったので、道にゴミを捨てた,1
1561,ゴミ箱がなかったので、自宅に持ち帰った,0
1562,前の車が遅いので、腹が立ってあおり運転をした,1
1563,前の車が遅いので、のんびり走った,0
1564,会社をやめる決意をし、社長のハゲ頭をたたいた,1
1565,会社をやめる決意をし、事務手続きを済ませた,0
1566,電車が混んでいたが、隣の座席に鞄を置いた,1
1567,電車が混んでいたので、鞄を網棚にあげた,0
1568,刺身にアニサキスがいたが、そのまま提供した,1
1569,刺身にアニサキスがいたので、すぐさま処分した,0
1570,お客さんにムスッと対応し、ありがとうも言わなかった,1
1571,お客さんににこやかに対応し、ありがとうございますと声掛けした,0
1572,美術館の彫刻があまりに素晴らしく、手で触ってしまった,1
1573,美術館の彫刻があまりに素晴らしく、心を奪われた,0
1574,ソースの二度付け禁止とかかれていたが、足りなかったので二度付けした,1
1575,ソースの二度付け禁止とかかれていたので、一度しか付けなかった,0
1576,好きな科目の勉強だけをする,1
1577,好きな科目の勉強をする,0
1578,好きな食べ物だけを食べる,1
1579,苦手な食べ物も食べる,0
1580,夜中にお菓子を食べる,0
1581,３時にお菓子を食べる,0
1582,一日ゲームをする,0
1583,一日運動する,0
1584,使える服を捨てる,1
1585,服をリサイクルする,0
1586,肉を焦がす,0
1587,肉を焼く,0
1588,肉を腐らせる,1
1589,肉を熟成させる,0
1590,雨の日に洗濯物を干す,1
1591,晴れの日に洗濯物を干す,0
1592,台風の日に外に出る,1
1593,台風の日に家に居る,0
1594,電気を点けっぱなしにする,1
1595,電気を点ける,0
1596,夜更かしをする,0
1597,早寝をする,0
1598,暗いところでテレビを見る,1
1599,明るいところでテレビを見る,0
1600,お年玉を無駄遣いをする,1
1601,お年玉を貯金する,0
1602,衝動買いをする,1
1603,熟考して買い物をする,0
1604,人助けを邪魔する,1
1605,人助けをする,0
1606,寝正月をする,0
1607,初詣に行く,0
1608,朝、寝坊する,1
1609,朝、起きる,0
1610,車を無免許で運転する,1
1611,車を運転する,0
1612,車を酒を飲んで運転する,1
1613,ご飯を捨てる,1
1614,ご飯を食べる,0
1615,宿題を忘れる,1
1616,宿題をする,0
1617,宿題をやらない,1
1618,宿題を提出する,0
1619,街中で大声で歌う,1
1620,カラオケルームで大声で歌う,0
1621,夜中に大声で歌う,1
1622,合唱祭で大声で歌う,0
1623,ギャンブルで破産する,1
1624,ギャンブルで儲ける,1
1625,溺れる人を見捨てる,1
1626,溺れる人を助ける,0
1627,自チームの敗北を願う,1
1628,自チームの勝利を願う,0
1629,テストでカンニングする,1
1630,一夜漬けでテストを受ける,1
1631,授業の出席の代筆をする,1
1632,授業に出席する,0
1633,待ち合わせに遅刻する,1
1634,待ち合わせ場所に５分前に着く,0
1635,墓参りを忘れる,1
1636,墓参りをする,0
1637,時間があっても毎日シャワーを浴びない,1
1638,毎日シャワーを浴びる,0
1639,徹夜で酒を飲む,0
1640,酒を飲み過ぎない,0
1641,刀を持つ,1
1642,包丁を持つ,0
1643,銃を持つ,1
1644,水鉄砲を持つ,0
1645,いたずら電話をする,1
1646,友達に電話する,0
1647,ピンポンダッシュをする,1
1648,友達の家のチャイムを鳴らす,0
1649,単位を落とす,1
1650,単位を取得する,0
1651,留年する,1
1652,進級する,0
1653,退学する,0
1654,進学する,0
1655,親の脛をかじる,0
1656,親孝行をする,0
1657,授業中に寝る,1
1658,授業中に質問する,0
1659,ドタキャンする,1
1660,待ち合わせ時間を守る,0
1661,友達の個人情報を流す,1
1662,ネットリテラシーを守る,0
1663,万引きをする,1
1664,万引き犯を捕まえる,0
1665,売春をする,1
1666,売春を注意する,0
1667,相手チームを貶す,1
1668,自チームを応援する,0
1669,相手チームに野次を飛ばす,1
1670,自チームに声援を送る,0
1671,列に割り込む,1
1672,列の最後尾に並ぶ,0
1673,バイキングで取ったものを残す,1
1674,バイキングで満腹になる,0
1675,利用規約を無視する,1
1676,利用規約を熟読する,0
1677,夜中に騒ぐ,1
1678,昼間に騒ぐ,1
1679,パソコンのアップデートを無視する,1
1680,パソコンのアップデートをする,0
1681,人の夢を笑う,1
1682,人の夢を助ける,0
1683,人の努力を笑う,1
1684,人の努力を参考にする,0
1685,他人の不幸を喜ぶ,1
1686,他人の幸福を祝う,0
1687,スマホを無くす,0
1688,スマホを使う,0
1689,財布を無くす,0
1690,財布を出す,0
1691,野球賭博をする,1
1692,野球観戦する,0
1693,節電に協力する,0
1694,脱税する,1
1695,納税する,0
1696,先輩にため口を使う,1
1697,先輩に敬語を使う,0
1698,後輩をいびる,1
1699,後輩に指導する,0
1700,セクハラをする,1
1701,異性に優しくする,0
1702,パワハラをする,1
1703,後輩に優しくする,0
1704,著作権を侵す,1
1705,著作権を守る,0
1706,肖像権を侵す,1
1707,肖像権を意識する,0
1708,人権を侵す,1
1709,人権を主張する,0
1710,禁煙席で煙草を吸う,1
1711,喫煙席で煙草を吸う,0
1712,契約を破棄する,1
1713,契約を結ぶ,0
1714,殴り合いの喧嘩をする,1
1715,痴話喧嘩をする,0
1716,軽装で登山をする,1
1717,準備万端で山に登る,0
1718,モラルを無視する,1
1719,モラルを気にする,0
1720,無理なダイエットをする,1
1721,計画的なダイエットをする,0
1722,海を汚す,1
1723,海をキレイにする,0
1724,立ち入り禁止場所に入る,1
1725,立ち入り禁止場所を避ける,0
1726,制限速度を超える,1
1727,制限速度未満の速度で走る,0
1728,反則をして得点を得る,1
1729,フェアプレイで得点を奪う,0
1730,ペットを捨てる,1
1731,捨て猫を拾う,0
1732,ペットのしつけをしない,1
1733,ペットのしつけをする,0
1734,エメリーボールを使う,1
1735,ピッチングをする,0
1736,将来のことを考えない,1
1737,将来を意識する,0
1738,贋作を売る,1
1739,レプリカを売る,1
1740,偉そうに振る舞う,1
1741,謙虚に振る舞う,0
1742,横暴に振る舞う,1
1743,真面目に過ごす,0
1744,傷口を放置する,1
1745,傷口の手当てをする,0
1746,歯を磨かない,1
1747,歯を磨く,0
1748,手を洗わない,1
1749,手を洗う,0
1750,運動を強要する,1
1751,運動をする,0
1752,賭け麻雀をする,1
1753,麻雀で遊ぶ,0
1754,石油エネルギーを浪費する,1
1755,再生エネルギーを使う,0
1756,経済を停滞させる,1
1757,経済を回す,0
1758,現実から逃げる,0
1759,現実に向き合う,0
1760,夢をあきらめる,1
1761,夢を見る,0
1762,目標を持たない,1
1763,目標を掲げる,0
1764,行動を省みない,1
1765,行動を改善する,0
1766,参道の中央を通る,1
1767,参道の端を通る,0
1768,鳥居を頭を下げずに通る,1
1769,鳥居をお辞儀をして通る,0
1770,電車で電話をする,1
1771,電車内で電話の電源を切る,0
1772,病院内で電話をする,1
1773,病院内で電話の電源を切る,0
1774,トイレの個室で電話をする,1
1775,外で電話する,0
1776,食事中に音を立てる,1
1777,食事中の音を抑える,0
1778,食べながら話す,1
1779,口に物を入れずに話す,0
1780,葬儀場で騒ぐ,1
1781,コンサート会場で騒ぐ,1
1782,部屋を散らかす,1
1783,整理整頓する,0
1784,ゴミを貯める,1
1785,大掃除をする,0
1786,鍵を無くす,1
1787,鍵を持ち歩く,0
1788,アポイントを取らずに訪問する,1
1789,きちんとアポイントを取る,0
1790,他人を酔いつぶす,1
1791,他人に酒を勧める,0
1792,一気飲みを勧める,1
1793,ワインを勧める,0
1794,過小な仕事を回す,1
1795,適切な仕事を回す,0
1796,ひいきをする,1
1797,平等に接する,0
1798,育休を認めない,1
1799,育休を認める,0
1800,余分な割り箸を貰う,1
1801,割り箸を断る,0
1802,マイバックを持ち歩かない,1
1803,マイバックを持ち歩く,0
1804,瓶を割って捨てる,0
1805,瓶をリユースする,0
1806,足を引っ張る,1
1807,協力する,0
1808,人をいじめる,1
1809,いじめを止めさせる,0
1810,人の悪いところを探す,1
1811,人の良いところを探す,0
1812,劣等感を抱く,0
1813,向上心を抱く,0
1814,依存心を持つ,1
1815,責任感を持つ,0
1816,努力を怠る,1
1817,努力を継続する,0
1818,人種差別をする,1
1819,人種差別を無くす,0
1820,火元を確認しない,1
1821,火元を意識する,0
1822,軽傷で救急車を呼ぶ,1
1823,救急車を適切に利用する,0
1824,社会格差が広がる,1
1825,社会格差を減らす,0
1826,ドラッグを進める,1
1827,ドラッグに手を出さない,0
1828,冤罪を受ける,1
1829,実刑を受ける,0
1830,偽名を使う,1
1831,本名を名乗る,0
1832,サービス残業をする,1
1833,残業の申請をする,0
1834,体調悪いときに働く,1
1835,元気な状態で働く,0
1836,植物を枯らす,1
1837,植物を育てる,0
1838,ペットボトルを燃えるごみに捨てる,1
1839,ペットボトルをリサイクルする,0
1840,信号が黄色のときに渡る,1
1841,信号が青にときに渡る,0
1842,反社会的勢力に所属する,1
1843,反社会的勢力を排除する,0
1844,核兵器を使う,1
1845,武器を使う,1
1846,ワクチンを駄目にする,1
1847,ワクチンを打つ,0
1848,病気をわざとうつす,1
1849,病気にかかる,0
1850,戦争をする,1
1851,ゲームで戦争をする,0
1852,チームワークを乱す,1
1853,チームワークを生む,0
1854,ギャンブルにハマる,1
1855,ギャンブルを楽しむ,1
1856,映画館で寝る,1
1857,映画館で映画を見る,0
1858,借金を踏み倒す,1
1859,借金をする,1
1860,約束を破棄する,1
1861,約束を守る,0
1862,信号を無視する,1
1863,信号に従う,0
1864,友達に消費期限切れの卵をあげた,1
1865,友達に消費期限の切れてない卵をあげた,0
1866,歌を歌うのが苦手な友達に、大勢の前で歌を歌わせた,1
1867,歌を歌うのが苦手な友達に代わり、大勢の前で自分が歌を歌った,0
1868,風邪をひいているにもかかわらず、マスクをせずに料理をして家族にその料理を食べさせた,1
1869,風邪をひいていたので、マスクをして手を消毒して料理をして家族にその料理を食べさせた,0
1870,皿洗いをしていて兄弟が大事にしているマグカップを割ってしまったが、そのことを黙っていた,1
1871,皿洗いをしていて兄弟が大事にしているマグカップを割ってしまったので、謝罪し、同じマグカップを購入して弁償した,0
1872,仕事をサボりたかったので体調が悪いと伝えて会社を休んだ,1
1873,体調が悪かったので会社を休み病院に行った,0
1874,家に泥棒が入ったと作り話をし、友達からお金をもらった,1
1875,家に泥棒が入ったので、友達からお金を借りた,0
1876,部下が仕事で納期を守らなかったため、ほかの社員の前で思いっきり罵倒した,1
1877,部下が仕事で納期を守らなかったため、部下を個室に連れていき注意を与えた,0
1878,娘が具合が悪いといったので、自分が処方されている薬を飲ませた,1
1879,娘が具合が悪いといったので、病院に連れて行って薬をもらって飲ませた,0
1880,家を片付けていて、親が大切にしている写真を勝手に捨ててしまった,1
1881,家を片付けていて、親が大切にしている写真をアルバムに保管しておいた,0
1882,汚い手で祖母が大事にしている着物に触った,1
1883,きれいに洗った手で祖母が大事にしている着物に触った,0
1884,姉が家を出て一人暮らしをする日、家族で駅まで見送りに行かなかった,1
1885,姉が家を出て一人暮らしをする日、家族で駅まで見送りに行った,0
1886,恋人のスマートフォンの着信が鳴ったので、恋人のメッセージアプリを勝手に見た,1
1887,恋人のスマートフォンの着信が鳴ったので、恋人に教えてあげた,0
1888,社内の共有PCを使ったところ、別の社員のGoogleアカウントのログイン履歴がPCのシステムに残っていたので、そのまま別の社員のGoogleアカウントにログインした,1
1889,社内の共有PCを使ったところ、別の社員のGoogleアカウントのログイン履歴がPCのシステムに残っていたので、ログイン履歴を削除してから自分のGoogleアカウントにログインした,0
1890,道路の真ん中に猫の死骸があったが、そのまま通り過ぎた,1
1891,道路の真ん中に猫の死骸があったので、道路緊急ダイヤルに連絡して報告した,0
1892,風邪をひいたときに食事を持ってきてくれてお世話になった隣人に、何もお礼をしなかった,1
1893,風邪をひいたときに食事を持ってきてくれてお世話になった隣人に、お礼に商品券を渡した,0
1894,結婚指輪を失くしてしまったが、相手には「大事にしまっている」と言っている,1
1895,結婚指輪を失くしてしまったので、相手に失くしてしまったことを正直に打ち明けた,0
1896,子供が楽しみにしていた雑誌の付録の工作が面白そうだったので、一人で付録の工作を作ってしまった,1
1897,子供が楽しみにしていた雑誌の付録の工作を、子供と一緒に作った,0
1898,友達から秘密にしてほしいと言われて打ち明けられた話を、ほかの友達にしゃべってしまった,1
1899,友達から秘密にしてほしいと言われて打ち明けられた話を、自分の心の中だけにとどめておいた,0
1900,とある発売間もない人気アニメのグッズを購入し、フリマアプリでかなりの高値で転売した,1
1901,とある発売間もない人気アニメのグッズを購入し、数年してからそのグッズが必要なくなったので、フリマアプリで購入時の値段の半額でそのグッズを売った,0
1902,リモートワーク中にテレビを見ていて、仕事の指示を無視した,1
1903,リモートワーク中にテレビを見ていたが、仕事の指示が来たため、仕事に戻った,0
1904,飛行機の離陸寸前に隣の乗客について気に食わないことがあったので隣の乗客を怒鳴り、騒ぎになって離陸時間を遅れさせた,1
1905,飛行機の離陸寸前に隣の乗客について気に食わないことがあったので従業員にクレームを入れた,1
1906,前方を運転する車がノロノロと運転していて気に食わなかったので、あおり運転を繰り返した,1
1907,前方を運転する車がノロノロと運転していて気に食わなかったが、我慢してゆっくりと運転した,0
1908,図書館で借りた本の本文ページにボールペンでメモを書き込んだ,1
1909,図書館で借りた本の本文ページに鉛筆でメモを書き込んだが消しゴムできれいに消した,1
1910,デパートの試着室でズボンを試着してサイズが合わずにズボンを破いてしまったが、店員に何も言わずに破れたズボンを店の棚に戻した,1
1911,デパートの試着室でズボンを試着してサイズが合わずにズボンを破いてしまったので、そのズボンを購入した,0
1912,学校の部活で気に入らない友人がいたので、友人が通学で使っている自転車のタイヤをパンクさせた,1
1913,学校の部活で気に入らない友人がいたが、遠くからにらみつけるだけで特に何もしなかった,0
1914,友達が顔にニキビができて痛がっていたので、友達の顔のニキビをつぶした,1
1915,友達が顔にニキビができて痛がっていたので、ニキビ治療薬をあげた,0
1916,後輩が傘を忘れ、雨に濡れて歩いているのを見たが、自分は急いでいたので何もしなかった,1
1917,後輩が傘を忘れ、雨に濡れて歩いていたので、駅まで傘に入れてあげて一緒に歩いた,0
1918,友達が後で見るのを楽しみにしていたサッカーの試合の結果を、教えた,1
1919,友達が後で見るのを楽しみにしていたサッカーの試合の結果を、教えなかった,0
1920,運転免許を更新せず免許が失効してしまったが、友達の車の運転をした,1
1921,運転免許を更新せず免許が失効してしまったので、友達に運転してもらった,0
1922,夕食で食前酒を飲んだが、車を運転して家に帰った,1
1923,夕食で食前酒を飲んだので、車は店に置かせてもらってタクシーで帰った,0
1924,家の前の道路が凍結していたので、水をかけて路面をツルツルにした,1
1925,家の前の道路が凍結していたので、お湯をかけて路面の氷を溶かした,0
1926,寒い日だったので、家族の布団の中に氷枕を入れておいた,1
1927,寒い日だったので、家族の布団の中に湯たんぽを入れておいた,0
1928,夜中に、鍵ががかっている学校の中庭に忍び込み、花火をした,1
1929,夜中に、学校の近くの公園に行き、花火をした,0
1930,友達と遊ぶ約束をしていたが、面倒くさいのでドタキャンした,1
1931,友達と遊ぶ約束をしていたが、面倒くさいので断りの連絡を入れた,0
1932,仕事の面接があったが、ほかの会社で内定をもらっていたので、面接官に何も言わずに面接をすっぽかした,1
1933,仕事の面接があったが、ほかの会社で内定をもらっていたので、面接官に説明して面接を辞退させてもらった,0
1934,購入した漫画の一部のページをスマートフォンで写真に撮り、Twitterでフォロワーに共有した,1
1935,購入した漫画の一部のページをスマートフォンで写真に撮ったが、すぐに削除した,0
1936,友達と一緒に撮影した写真を、友達の許可を得ずにSNS上にアップした,1
1937,友達と一緒に撮影した写真を、友達の許可を得てSNS上にアップした,0
1938,喧嘩をした兄弟の味噌汁にタバスコをたくさん入れた,1
1939,喧嘩をした兄弟の味噌汁に醤油を入れた,1
1940,洗濯機が壊れていらなくなったので、近所の河川敷に置いておいた,1
1941,洗濯機が壊れていらなくなったので、住んでいる地域の粗大ごみとして回収してもらった,0
1942,自分で本を執筆してネットで売り、数十万円の利益を出したが、確定申告しなかった,1
1943,自分で本を執筆してネットで売り、数十万円の利益を出したので、確定申告を行った,0
1944,家に来た親戚が帰ってしまうのがさみしいので、親戚の靴を隠して帰れないようにした,1
1945,家に来た親戚が帰ってしまうのがさみしかったが、親戚を駅まで見送った,0
1946,赤ん坊が家にいるが、大きな荷物を部屋の中にいくつも置きっぱなしにしていた,1
1947,赤ん坊が家にいるので、赤ん坊のハイハイの邪魔にならないように、大きな荷物は部屋の中に置かないようにしている,0
1948,コロナウィルス陽性となったが会社に申告せずに通勤し続けた,1
1949,コロナウィルス陽性となったので、会社に伝え自宅待機した,0
1950,賞味期限切れの調味料と食材を使って来客用の料理を作り、来客に料理を提供した,1
1951,買ったばかりの調味料と新鮮な食材を使って来客用の料理を作り、来客に料理を提供した,0
1952,家族が着替えている最中の写真を写してSNSにアップした,1
1953,家族が食事をしている最中の写真を写してSNSにアップした,1
1954,他社の商品に付けられている商品名が素敵だったので、自社のコンペで似たような商品名を提案した,1
1955,他社の商品に付けられているキャッチコピーが素敵だったので、自社のコンペでそのキャッチコピーを参考にしたキャッチコピーを提案した,0
1956,憧れている絵描きさんがイラストサイトに投稿したイラストが素敵だったので、そのイラストの上からなぞって描いたイラストを同じイラストサイトに投稿した,1
